gdpA,gdpB,dist,trade
5742.5397109248,5036.290867288235,727.5997564251596,390397.7315936157
6003.711852332238,3962.153199988441,843.5763760373545,277160.0231568941
5128.786715876929,4911.340337106731,521.707563642123,473883.5456310553
5089.570550242212,3624.348483399846,703.7333974630752,257892.576455878
5874.655732989283,3498.0360905069874,528.2737565563855,381939.8995723936
6073.901201134898,3545.9984468492676,833.5317351404955,253917.3057544649
5947.164926020034,4120.062584866708,830.8716315485902,289821.64549928135
5335.851071598216,5468.958559333954,837.8802276210131,341978.26365331066
5541.899198519355,4295.511485663315,979.1872040795963,238890.34400406363
6272.687032048623,5120.898540077875,648.4649482385693,486361.7040506515
6457.304740007443,5420.630941999582,840.0416035850983,409133.0595550365
5751.066695317851,1170.7852770631712,830.9521263618194,80180.84064839761
6235.014205770168,2990.5654693874003,1019.2778674468257,180166.08649641022
6308.9689134839755,4820.200281186014,882.7993736582472,338042.18333420256
6139.504392705053,4865.235663928412,805.3613022753908,364201.3210023682
5746.554158515987,2919.5229203203944,813.1460682369606,203003.16190814378
5760.904460155815,4627.416306122522,934.2926500858821,280487.5892699381
5792.502789943754,4091.6130527287182,750.7666217970366,310238.59452544095
5543.9133431753,5943.12933250321,820.3881640214692,394460.45199098054
5681.280452756409,5123.515170594206,590.2628935806601,484032.481268316
6094.278290040055,5804.872892828251,891.1451091550191,389662.8109408319
5795.154928307702,4236.007645743344,763.8398407324173,315778.9622982559
6128.648108595229,4326.102396242028,883.3057307318697,294961.8252171321
6382.173881779286,4600.544160936846,652.9744835070546,441430.28648670483
5229.252577717389,3212.4765550915686,604.2560656039219,273183.4695336087
6059.9952587074495,3544.777567507931,664.9964958270102,317350.2722000569
6074.331185562919,4254.196924819387,860.1822012847567,295217.0219664548
6377.687233453501,4154.770007298617,845.4774567539666,307905.3625439205
5246.069508160847,4874.396111070577,723.3353122634115,347158.09759084444
4979.237239483671,4136.191504069757,722.4239177652711,280043.4987291473
4858.279821199623,4782.7067723187665,701.1267241544506,325553.61494705017
6757.356003103424,5504.850056334064,982.0296094960217,371955.9608065021
5623.110369075298,5291.544668178225,866.7417897634923,337071.6345550118
5898.789179521211,3631.951246000068,799.1724037966576,263788.43912250426
6013.6023715870715,4315.963946089743,966.599934640702,264210.90957993193
5612.65214883201,4594.202155149202,838.4130794819561,302319.84419238433
5555.869866878505,4936.854531757199,859.5869050674992,313378.7193185775
5333.010993427035,4008.3138555666783,779.7306111377775,269788.2856925789
6534.295720565715,4377.032623535494,715.3600757773696,392708.9891562574
5418.602304766511,2467.999279080425,799.6477831562095,164663.1912213505
5956.453844959853,5332.588505472659,807.0869067710556,386429.4172969166
5829.153811388235,4009.5132464178214,864.7919972522093,265665.26559023635
5625.0209164111175,5161.640537202314,795.1321374607072,358639.9364935574
5615.396632092914,4572.5806198129385,972.8733100249797,259410.63628391366
6089.866872947811,4336.74255942755,801.0326412837286,324029.94966237235
5882.913222510611,6963.4033227126565,746.9454883935235,538086.4136657439
5421.838048273342,5215.597869003872,910.8639514148607,305214.76681990415
5261.983850988975,5750.493170815574,817.3666295879034,363432.7707939547
5285.537407480729,3701.1353072416264,816.0617818866441,235706.1722736285
6593.497219304417,4372.238048427731,655.7463042845532,431750.004494623
5795.964059723676,7838.005957691907,821.5436768557175,542929.1194937326
5358.388758193304,4826.715599051984,798.3658254554866,317945.50828159094
5771.1760307334325,5536.5267073004225,698.7012602303971,449061.7702186377
5552.970083535768,4667.591084023252,886.7239068425172,287132.8806321253
6299.767137037163,3191.9031895547564,903.5054009508351,218996.61344663784
5951.664078630996,5671.553027836939,840.0733977760339,394507.7198883755
5840.119036833213,3672.713852407519,599.4572103462569,351383.3872425349
6235.8075809387565,5822.9902565407865,758.1998233217698,470148.73313882796
6067.1755061254735,5213.322422330741,1003.3065463852629,309833.5514856704
5771.008798554284,4689.968531257761,619.9568283216391,428602.11731027294
4895.607552250719,3278.816332563678,977.0625706743381,161845.44014538656
5051.603262959587,4774.281117797775,672.3233091522011,352274.5511349671
5509.655389236359,4115.342803946613,877.8261048085651,254155.66628449236
5557.105347695647,4148.094513958536,778.8523589288753,290827.76616902894
5252.099945498904,3661.940420062076,944.1778093549079,200381.75562565686
5579.120500278512,4519.540455691969,985.5795312852613,251399.27239250686
4724.866334851675,3556.364037394342,988.2870557315209,167396.32434298552
5603.869596857581,3571.6306362404366,778.6153242966775,252737.50595513338
5838.324796160981,4946.826964046249,970.7069138229605,292302.6413840845
5649.954786717981,4882.8932797403695,999.6859271740739,271204.0999464805
6287.9741029686065,4712.3441024972635,941.2314450086892,309380.30572557944
6233.192547906115,4801.773653967397,747.6083610729876,393069.07153666357
5938.669787533823,4074.816229378079,649.8757360668618,365758.6793275514
5682.674333717024,3660.097256452041,633.8670921738484,322310.0876543107
6153.656166919019,4559.174445448206,730.7265395780042,377045.7781463407
6222.633867255235,3977.748848877974,865.0312815924588,281071.2452538508
5657.22626912874,3811.0609878492633,1074.6333256574308,197245.64287311866
6023.257058025107,5034.5444449967945,666.8376988067134,446170.3596767818
5708.368208818119,5937.338067507085,865.7798780400858,384598.75337771064
5044.4745936404115,4310.687618191579,664.3592202853877,321438.88224839576
6228.446216893837,4946.647337078425,914.930383764076,330805.93700819655
5715.049373434817,5355.659317148931,781.7411497478278,384690.9074602202
5256.604361391101,3149.250014232636,605.1678577633495,268562.84072834154
5691.151400010812,4094.718824258342,862.6600026984772,265514.4069000505
5172.947476523485,4071.2269560218833,740.7897031477919,279470.4639633889
5307.969061528269,5218.718406394846,779.2058315816342,349173.18096874707
5794.230691519769,2809.927006489751,643.444609172658,248855.88259946794
6561.028939119433,6225.441429475359,684.9229494035268,585317.3323518732
5706.6282582403255,4597.219740945308,803.2285706989062,321152.24022594886
6816.0334592412055,6023.564276138224,999.9960589174405,403169.3279623578
4970.629849379362,5986.977426010336,916.0092081277514,319247.02519083716
5026.884011515128,4890.323198685079,692.7562122086515,348473.3653344219
6839.0441381272685,5346.495807736368,733.9699135742133,488986.72570237645
4449.106007650515,3709.188969778159,804.9350658348322,201877.87558230737
5620.564262357666,5547.116152352545,858.7837058453398,356462.0802870841
5653.948497783144,4905.209925633848,820.6420699227635,331937.8534066825
4998.127938445659,3140.663563404903,767.9815957636985,201008.6101879312
4950.372672965797,6017.924113884585,990.1266586764098,295460.810263108
5616.8532024171445,3359.9103906292103,643.7183878365735,288116.32051152404
6395.2486238446945,5941.302330186587,652.483149098628,571316.1837925471
6118.846768927354,4875.300371211613,1096.7650625402368,267414.1616231644
5789.0604012341,2352.8239491053314,745.9966411632595,179845.31263088307
4647.153515115622,4518.148047592819,894.6465465698508,230680.5858283544
6245.170020773978,5249.661999571419,1001.6092068831928,321693.12630521844
6859.746132472637,4466.938043247964,697.9543061294552,430850.5312088736
5990.077322827623,6642.879781124818,802.8465062880764,486656.68487043644
6013.561243174596,4429.429161635266,863.0387420255083,303087.2770891557
5546.984416456806,4576.784220592141,846.587447183451,294672.79113195476
5268.000194548941,3757.2156632124434,831.5579002635435,233962.61250477267
5737.688027085953,2875.476667655493,844.3157202971952,192253.5289340187
5511.4643055441875,5571.6110217555315,806.9872345285982,373692.5345670199
6221.359157150882,3755.8666322570452,766.4076150663607,299476.7155894109
5309.610516768686,4248.3746993583445,1014.5751930338091,218847.70967845147
5535.438562267675,4046.9643401552667,991.6563725670525,222381.9508803144
4582.249063479885,4078.363340877288,767.9405059979102,238993.83965663167
6708.669765213109,5059.489450188978,859.1478676487369,387946.4627051401
4975.566738763949,4151.288365516834,807.059972264253,251646.18101892833
6676.624138780155,4172.24997845231,768.4813582052941,356148.7361609976
6615.068331953082,4402.137706915462,771.4594865571605,370533.7816233604
4983.258926649789,4463.150248839049,664.4673619853766,329080.6133964129
6384.378302811288,3078.2515762004314,654.0900652615885,295355.38063938566
6160.563786631466,5085.784193314919,732.3949081111048,420073.6336979814
5904.563353440472,2975.1091532507903,598.2158062471427,288510.97254833276
5347.232571834034,6249.497545701935,1049.50478505461,312633.08001139824
5517.381488368625,4048.9465379105445,746.2288332063616,294130.99057560886
5043.508294220746,4717.537735301705,980.9056015162389,238642.96350274255
5773.2186968873775,3644.2899968813417,847.896787067511,243889.98434847858
5100.996550664105,4544.567952500954,795.5374788411146,286270.08537890215
5443.971944761827,5045.56476676741,936.0176517917996,288374.8849299693
5702.5585714177905,3727.8224354103777,739.626179019412,282386.7967486976
6024.369324254051,3513.921891508758,666.0476960839113,312410.26199266105
6242.034354689363,3073.998673170424,983.2547401224186,192168.15252318612
6361.312036086993,2971.2460903601955,785.9587277846275,236360.24081740953
5897.146112921792,5041.871437021628,743.7193050120451,392563.52672677516
6208.783823634212,5860.349765513263,854.6975635004886,417891.05045976466
5902.743627847901,8039.776251556574,699.4387495802765,665700.2769869844
5649.277049665673,4147.867888350183,740.7124647746864,310702.0818042366
5214.178719929028,4669.947746951261,720.0247701724961,332283.25630410714
6394.707928612862,4861.2847710986725,834.9994001167637,365624.4816504374
4427.319852382193,4399.640532867084,639.2115299802546,299491.3537304001
5384.135792074744,6267.59632719265,925.2055123181284,358191.64912538143
6213.936064163739,4425.6528976646005,643.2754229615907,419919.22026445356
5133.143450377262,3805.6043259583967,787.2161564496685,244096.19160460567
4776.840830647725,4629.21224532483,909.9150959094121,238899.06363879406
6542.941142095581,6763.491106891457,855.7921954675703,507407.6670394218
5186.296067733618,5511.101222899531,686.0512975360566,409034.6287377718
5996.190014289814,3703.37120217332,849.2783750414262,257127.20465054386
5779.673308920675,7885.96692874638,817.3183209857266,547249.5189418659
5355.590480821706,3255.1265315375117,664.1014425059905,257843.73605059186
6263.767926085109,4795.593890307504,631.3937467900514,467107.35261692014
5449.6851237324145,5181.513603183185,961.6492982522152,288543.7028716992
6118.558628897172,4762.263296380613,773.484242781312,370081.044238544
5007.460947831996,2038.0775248645527,772.9892438757337,130075.81335710226
5365.234894670077,2341.202229146758,807.5160203044171,153241.39446334128
6680.386805758612,3227.4990884368763,834.105458366421,254164.26121703783
6441.151644110951,5892.784645544038,817.3049851004089,455957.2717409618
5477.440162846709,4989.606708321675,909.1024020339332,295340.92498701013
5725.083818562556,3059.892551919656,655.6501061579411,262607.68262916437
6348.318521731972,4390.012797478077,967.1843146797472,283204.8075171403
5926.554414213056,4841.918550058217,829.7975636401271,339610.96583568316
6023.605471129318,6408.887067092536,957.3081335494198,395803.94532347
5607.704184696593,4239.90718992414,720.8085104962868,324072.0740627465
6087.629713549899,3391.061193685423,825.9918805169568,245864.70260474167
5575.773192882017,6655.59617398125,834.4392092376661,436654.90440449276
5993.547163048686,3206.259340135574,632.6139447928131,298311.3838853503
6583.008087867111,3217.485045349453,1030.7820978231134,202021.42499434063
5342.001814879182,5640.46311842264,684.6979849486719,432102.18941027566
6012.026323997188,5440.415095757464,875.2059513194152,367127.2335326568
5724.738616198988,5730.948157013227,882.5005540453403,365022.8234751927
6132.439983839641,4700.109114723103,906.7819402659351,312088.96218563116
5078.966112042807,3186.791338143698,962.9108042005291,165595.29772191198
6028.882080437681,5255.835124665418,792.616341718039,392561.4122047486
6553.7424640820045,3169.698067901256,799.3892192477,255309.68044904657
5211.529552793799,5492.54530584515,810.6671305361556,346843.70588563633
5332.588200825924,5121.1578456292555,550.4836936032418,486935.7783762789
7202.695122517509,2308.8005227428266,671.4977764605086,243594.18388701387
5689.12185263302,3964.672096910127,1013.3344782728504,218807.22918711515
5264.026291346524,5330.2889927523265,927.9303557299531,297157.7330173451
