,x,y,id
0,-0.0989593382861158,-3.2214216767870694,1
1,7.826751312724469,7.359078425467747,2
2,5.5987033270445865,1.5988709396578875,0
3,6.187702936960341,8.493880440397234,2
4,-2.5176769696226957,-3.5797394808516714,1
5,-2.319154786852935,-3.122235146723699,1
6,6.498194390980138,6.735301445210302,2
7,7.461272903433119,7.769970056432278,2
8,5.386685824680616,1.2189066566056033,0
9,5.304651308491245,5.988830399419186,2
10,5.7448969179927625,7.558730515981939,2
11,6.5755192614720395,8.517290636757577,2
12,-1.2791148806324104,-5.854051295754087,1
13,-0.06750659860314667,-2.77588069710046,1
14,5.94598621950673,9.260443800926625,2
15,5.9940248852260956,8.867709047926663,2
16,5.398540626525735,1.5686100140964852,0
17,6.193089440280526,2.486338605224895,0
18,5.737537917059292,3.6095986638286988,0
19,-1.9720347228784973,-3.1702783289337955,1
20,7.633200842841964,9.17355926996552,2
21,3.5572157761020353,1.3531213708537633,0
22,-2.93296809514976,-3.280856587202097,1
23,-0.6811637094314082,-2.7798882965497453,1
24,5.876692340895757,2.370123777625528,0
25,6.780789994385891,8.150665065317357,2
26,-2.0329133684350333,-3.842068025855903,1
27,5.351104962649851,0.7082222910362034,0
28,6.449732176773741,8.663154608029929,2
29,7.5138845735023585,7.052501893409018,2
30,5.4590389727611175,0.6573278349003568,0
31,-2.8668186084838867,-2.5014668070375548,1
32,-0.7582167318881292,-3.818242398601107,1
33,-0.3599000767348144,-4.403573383674424,1
34,7.4409815399143096,9.032770909347724,2
35,6.189556723983547,7.800969019396514,2
36,-1.0524445806191218,-4.600126223077986,1
37,5.217885826391285,1.3118965359440986,0
38,6.063928841896548,7.668509587633201,2
39,5.2585932896801575,2.7904078580054024,0
40,7.421073886078002,8.513207743598047,2
41,5.496635395507998,1.0899467176827113,0
42,4.537635150505633,1.857453716559194,0
43,-2.0507019384837815,-4.172415716556553,1
44,-2.8937345238444445,-4.627574379118835,1
45,-2.4722994965377083,-2.258797614932217,1
46,7.197631806959655,8.763645326862093,2
47,5.5512775807004795,1.9526220315078704,0
48,-1.0072704664651153,-3.6617956097104654,1
49,6.5650220560884325,2.0318856948298336,0
50,5.973422276638479,1.9286534570642704,0
51,4.789041516805554,2.5142958537273525,0
52,-2.5363508483291675,-2.9642648900869824,1
53,7.9257389115182875,7.192963934646815,2
54,5.349036362637701,7.426747207218192,2
55,-2.5395455737466897,-4.338919485576407,1
56,4.109230541402382,2.021465396187489,0
57,4.57683709429137,1.7380639757228986,0
58,7.476922920478555,8.107510523895133,2
59,7.4288035068281655,8.322598978862938,2
60,-2.247233212683114,-3.4529292047669653,1
61,3.186522404580557,2.274367571316594,0
62,5.7419695252808065,2.1837850772545684,0
63,5.818064717668935,6.4086601477622835,2
64,7.958496724218355,8.341488584756991,2
65,-2.6262601306911817,-3.815205877444619,1
66,5.963337402224848,1.691362793098086,0
67,5.472718704675971,1.6517216610031131,0
68,-1.687931515290528,-4.4366717578779,1
69,6.383506306861951,0.39825025999882424,0
70,-2.6428894187957894,-2.8352637530599774,1
71,6.760438081307232,9.070968756990434,2
72,6.1017963853473445,7.4468630418411355,2
73,5.100686251514746,1.1666052486171288,0
74,6.518103819354957,8.212673012259097,2
75,-0.239374490710635,-3.8361146909894543,1
76,-1.3571524727918418,-2.371838336784416,1
77,6.952697396970832,7.938457770267245,2
78,-0.8298580743286464,-4.039128655301985,1
79,-1.048720418895738,-3.4159509803675245,1
80,5.811526836829615,1.087679940836107,0
81,5.896951778410367,1.3703123931378884,0
82,4.346904446815795,1.3454612922008389,0
83,-1.3067562920173346,-3.5581041932023796,1
84,4.203056844305424,1.670411080299742,0
85,4.533180086257124,2.055943067520802,0
86,7.993357967340911,8.061977552478654,2
87,7.4487505079710035,8.660880638783206,2
88,5.686167479035913,0.8790978458122193,0
89,5.585865756194927,1.8700310173726284,0
90,6.329759425759673,2.3865831500508428,0
91,7.0454948285195265,7.497940285227551,2
92,4.972398478270104,-0.9866847162944592,0
93,-2.609010712958908,-5.814771711088047,1
94,7.529850494798694,7.743218479011671,2
95,7.792336674190874,9.3095136422297,2
96,-1.6664105310201398,-5.995457625282393,1
97,6.8969609063697055,7.756379861395232,2
98,-2.4883315905962036,-3.238225482825299,1
99,5.26986534427054,2.011277467272217,0
100,5.614578770036735,6.240988969755907,2
101,6.179227463890596,6.9005079974925,2
102,6.490078341037021,8.678287594516316,2
103,-1.789568395104632,-3.909954856897136,1
104,-0.6586837970359899,-3.0060479467073757,1
105,7.019156558936839,9.487193631405091,2
