sales,advertising
150.87179001808602,31.97970022126658
155.61432241515547,26.22701173519915
92.25588801366666,19.598669736655815
115.92800705034225,22.282744119203507
94.39721945703494,21.21845493079169
150.86860044127604,34.479565259674835
27.46467667735012,13.627153537249656
191.36444710656772,37.07716873955135
106.52312813367973,23.588328083790444
179.06861833819417,30.211095627133417
102.99230787405035,25.69428507971458
105.48304452926718,21.554038325930765
166.46023516981558,34.10706833256268
123.79748308416367,31.32148852509929
102.40943044409548,16.34823499598412
37.99483541058321,12.036636642238616
47.84405955762874,10.67150527046831
144.20000758766608,20.82294964730682
77.83053709547758,20.10585547366203
90.82751638801327,29.45114300116701
142.17922682520782,32.47011606018539
53.66768275801045,8.07358191276942
150.84911042636728,30.94074780442275
81.6808717668739,20.330260442787267
48.01361830328695,14.829347170662563
181.45546343087813,30.075682998539477
153.23668648393112,32.11314220554827
172.6091719846169,34.972737985919395
121.4370513370991,31.763777487624726
70.46409845671793,11.017343735416238
70.61963177447696,17.74222559756692
2.0900815965287975,1.1946380119600413
155.26897659470532,33.008962265714395
159.24079010397227,34.03232510808873
128.615735409338,25.28019178840309
80.99144868335405,17.080670345635554
163.45463621412878,34.37991168776015
166.24915851581017,26.286129001563737
113.85033168899224,27.386153059174482
137.38519016281353,25.471652678857936
94.69440056944002,20.447282292617647
65.70225162198024,19.590200493046027
131.6846829056915,31.750624143799907
115.97376013586138,24.376709973071023
43.81581984034445,7.4424733141097565
168.12045591866809,38.01279584137132
116.33537629867276,15.491005942157996
104.79369142767744,21.871856370625427
178.97548985314225,37.06139760869398
103.53030524507999,22.387659912711303
3.9007385853552066,6.331973634389197
39.2205613664523,2.413005173777492
78.2986536517496,11.471603033354945
130.18026347325338,22.68299776543721
54.00325840474838,11.88543291979012
90.72593558573254,19.59033428312122
86.39730071248951,16.7284056887056
228.540742641746,45.342137302418514
93.36023094317403,21.83645096482857
170.19624351806004,25.956661409527406
23.220149581118605,12.16185951338051
215.54990051784978,44.41501714912758
57.2165299574061,10.224867485385777
153.40236682192682,36.2709332587018
33.32324825837682,4.529896907957799
153.02086976482843,27.760860509825825
197.5684121120022,41.10224228133613
116.26155852491816,21.541687807530653
-4.6375412966356,5.412955610684765
87.62271195468445,19.922878152153103
163.07576859601605,27.309455689925034
5.497536896927756,-1.0011085837449443
133.89093890054494,26.22979831028635
34.28662575022537,8.86824070194173
67.96806290593122,18.20916577780452
143.2263559477333,27.639203661374843
166.14717676303027,35.15589585529343
149.856869448405,30.78503600198631
158.1009530393963,24.21837581811765
133.2581249963259,25.416506374733668
127.27110446158376,30.903757855388672
98.49313937016285,17.01526333326015
186.83909242326982,39.238659103543995
58.57373970978905,11.736692918110418
171.07760230838778,39.216469498724756
108.12624152207607,24.099514177135173
151.94382271466836,33.79914023552217
195.4551078960861,39.03703653969381
135.04198539166592,28.837278376630106
168.34062910052674,34.130591043787376
109.57629594069427,16.645784283827908
69.16718151122254,16.447603868406176
172.6908802280196,31.025141104212658
114.33074445356593,27.506078326941807
118.8949196072462,27.263029051326075
195.05654214185995,38.718003555245474
179.23814948819583,39.37829369996386
76.78113825590069,17.114655271725738
64.07810851862048,16.935099587655074
171.51000661418377,33.260242483432314
141.61887002818878,31.345399080891305
119.06026395479613,23.362189614428267
58.47970311305724,7.664804233536524
50.21629952888724,15.491113287678541
201.89182631068172,40.438803621263446
128.97429730252443,23.16825033688954
156.31073129044927,41.11889828709801
34.12954195323005,14.221804249391646
221.2436071489471,38.9766151735398
35.97331570233888,10.280245195188666
-59.442249753002855,-10.733931615386474
-13.419002120240453,-3.3613241235872096
118.16778043183655,16.89759833374454
121.65026985693095,24.698750248408953
90.05930412505678,18.03468954642267
84.10810681990779,11.25121329651979
175.04005265750416,30.935046658059644
43.78289855965292,12.344368786805255
73.75115324426912,18.515028983469307
123.72123269879046,22.871369972488722
172.02546915970245,30.818555892911398
63.46979247950486,9.770036633648388
102.55621938775305,17.66777948754448
128.25683631255936,28.179394343878194
97.32974649350864,22.422551536040764
65.68142713125138,20.609465609938265
81.77394328749651,18.597831675007576
65.95550410778898,15.078660119817833
131.2569992172441,25.627278635054353
178.40754691196648,28.36446556820355
121.86660989872253,21.058805436872003
174.58767729078093,39.12767840887926
131.34088762006098,26.97677823412147
82.3631715531115,18.108697093977746
176.1541986710115,36.33250422663413
