wage,age,consumption,job,sector
51.69964075114706,33.88436515215588,7.363425509928656,economistas,Financial
48.997344087871404,31.384755404450683,9.892151379728967,economistas,Retail
45.02321696018426,28.441085798954678,19.654763133502087,economistas,Technology
52.578938182547155,30.99356296348763,4.736497453811004,economistas,Financial
52.59307649621278,30.22651741565396,6.56765275071948,economistas,IT
49.29540983311837,29.352038468485517,21.669534427976433,economistas,IT
49.69258553392203,34.0314429818581,4.778088158578058,economistas,Technology
49.5086733521514,33.375195716316874,4.399568192720085,economistas,Technology
47.337879637688516,29.669477468436302,2.2568799376803086,economistas,Technology
48.01911428073051,32.48270181602567,3.483240791913227,economistas,Financial
50.88805382565177,30.8455031665662,3.2971998875405846,economistas,Technology
49.3845992275819,29.02304063961335,30.750686857496945,economistas,Technology
50.29451333134432,32.69692111755363,1.6422103721496482,economistas,IT
48.5821754243,33.65347330403625,4.466080637155962,economistas,Financial
50.08434322182811,30.379990768159246,1.2583225024669256,economistas,Retail
46.853291590115944,31.472311753724266,5.2128610355634315,economistas,Financial
51.51425351244422,32.18077257474416,33.557805559202144,economistas,Retail
51.84156489996692,35.405094443891144,15.733007784346103,economistas,Technology
52.231904364368454,33.07383656241835,17.433359461723178,economistas,Retail
50.841988269731665,30.944114655739366,2.027771186651302,economistas,IT
52.94033290571868,30.100535238908463,0.0016924690724699342,economistas,Financial
51.70566620976906,29.802859341051626,7.539871925688985,economistas,Financial
49.23521713592604,33.45141929453379,0.4338845835576452,economistas,Financial
47.83625805148292,31.644895585433357,10.292590628299244,economistas,Financial
47.30925765865395,30.737574202585595,0.6741209246003089,economistas,Financial
51.09981726247283,32.70757709339371,4.253390034101499,economistas,IT
51.96718591360001,32.83667637031473,19.667992985397017,economistas,Financial
54.25379263839131,31.14650268877037,10.79594873622481,economistas,Retail
49.1509529828364,28.116571738457694,10.18969002117764,economistas,IT
46.33300845852251,31.041394315305368,35.48607777225687,economistas,Financial
49.812274290383364,32.23741406491237,12.284979007954071,economistas,Technology
49.21500945235175,31.582390180264593,7.947786035537638,economistas,Technology
50.06969987504686,30.987993402527017,2.9884466063895725,economistas,IT
48.627917160162575,37.03327142039605,8.556502386315529,economistas,Retail
49.65154831450732,29.00567722815623,2.4950236722902406,economistas,Technology
48.55025338283249,32.565015751588376,19.198007886426446,economistas,IT
51.26197237145076,29.43170047747141,5.797175323162211,economistas,Technology
48.77286084646263,30.465825085387717,3.588604313954917,economistas,Technology
48.66555405249733,28.667387315444778,6.251032193022137,economistas,Technology
46.7955133370675,29.824743439814895,20.495895934691745,economistas,Technology
52.83992346947667,32.406253806196275,12.870769723035021,economistas,Technology
55.71268676956535,30.192214297399417,9.60215352668297,economistas,Technology
50.26034962237795,31.712871679798198,6.418872729464261,economistas,Technology
49.58459783256117,32.36385393641118,18.579641246167576,economistas,Financial
47.969388213947006,30.516485094622716,9.552730895197074,economistas,IT
53.73400165866336,28.536197735585144,33.820712697154384,economistas,Financial
49.32119947450328,28.855254169842407,4.461626758666106,economistas,Retail
47.62070220334222,32.25640171981966,18.7869354542478,economistas,Financial
50.95109606561502,27.758401750255377,15.712696079188094,economistas,IT
48.41622939121932,32.24925283263781,4.566870106136594,economistas,IT
51.44361038538888,29.55394054995171,4.604923065491844,economistas,Technology
47.66653217048792,30.674509580172042,16.577756669908442,economistas,Financial
47.490114289789936,34.661943797296836,14.116958496265932,economistas,IT
48.61173256083059,24.99893571446571,9.209174698747988,economistas,Financial
52.085860569601216,30.471570098645337,7.661986510937936,economistas,Technology
46.93365609687118,33.84482250537982,14.420627077288277,economistas,Financial
50.38845359543311,33.25865905933967,7.425133306176787,economistas,Financial
51.2630314770099,35.27001707547723,3.6002284584830297,economistas,Financial
48.058951911264614,31.72860275331759,26.505596079229612,economistas,Retail
47.797325170511485,31.53302935094796,10.522981000542533,economistas,Retail
49.14319209424475,29.636594161656106,9.04477381017424,economistas,Financial
50.705819891981974,28.911973430371535,11.279433803047445,economistas,Financial
49.056169115010604,31.617311216785122,0.47669652433657617,economistas,Technology
50.572705522983846,30.5198993809667,14.893266721984444,economistas,Financial
