fecha,n_clientes_expuestos,score_promedio,saldo_promedio_mill,cuota_promedio_mill,mora30,desempleo,inflacion
2016-01-01,21603,693.1473436829145,4.180812361277885,0.43796533348002803,0.04499392026511465,9.698685661204493,3.439200495605757
2016-02-01,22162,698.7298825602187,4.064668933909936,0.3921793135910561,0.037432007681955454,9.601325710195589,2.9772792993758963
2016-03-01,22692,689.0553402099099,3.9750330519613644,0.4344918006007097,0.04323932245926504,10.069658269363302,3.932964554701183
2016-04-01,23092,691.5184288159745,4.2545195453800835,0.4626169237391279,0.05085908890652146,10.568432061401317,3.1093521280227017
2016-05-01,22279,693.1125927631546,4.118547388207355,0.4342632419909603,0.04749717626563513,10.006338650110665,3.9732740252936543
2016-06-01,22932,686.8702661391978,4.026661943560349,0.46825299249196906,0.048690061341443894,10.136858932030792,4.710428879158587
2016-07-01,23082,689.476885519426,4.151014067363621,0.4102059733905917,0.05249472386642164,10.980213263626814,3.779071242732292
2016-08-01,23213,688.4835495052872,4.093767799457841,0.39757202239010664,0.05282402163766339,10.758997900010646,4.113644560757253
2016-09-01,24642,689.1833170152686,4.517071245260885,0.40738555604043725,0.04855912129563734,10.351440730167345,4.534877977780674
2016-10-01,24182,684.136884092098,4.404245963542418,0.48561340596435043,0.05064303207236286,10.825679456447931,4.511934754941107
2016-11-01,23569,688.7967279255828,4.278804103802508,0.4602993465989768,0.05109301693702207,10.473743914421897,4.33150884259882
2016-12-01,24878,690.520646453051,4.509991620833504,0.4561099642689138,0.04924598852259175,10.50344193222047,5.080227631057015
2017-01-01,25701,695.0222849498498,4.307605246147143,0.45637947796535266,0.054726107034366506,10.796784908626414,4.860319657732304
2017-02-01,25376,693.30711564617,4.174807369800761,0.41660314230757867,0.04457029430344383,9.924421735785455,5.565757350722314
2017-03-01,24320,699.4732245220296,4.540468611590449,0.5261672300699431,0.05237476000751618,9.969143858541669,5.236214972144621
2017-04-01,25057,683.4401218380225,4.400836506552699,0.4632723548770156,0.055214059277546225,10.383740427317155,6.246912133202084
2017-05-01,26153,692.5596385021588,4.172413076851032,0.4533555237076739,0.05169972148847021,10.134098036407556,5.563522033541626
2017-06-01,25386,688.2253183692482,4.307449198287459,0.4775166255118402,0.05710142871856793,10.577722941387592,5.843509059202919
2017-07-01,26181,698.7461755029523,4.212657261992287,0.4686580938930321,0.056595487882462714,9.985318507215373,6.343576752891375
2017-08-01,26567,684.7392567714058,4.14458004035535,0.4608261026247457,0.05146382222672207,9.665592234276348,5.713579313004797
2017-09-01,25936,682.5887913625891,4.498926632129747,0.4551844702203545,0.050177959764302234,10.686259507568622,6.291512706442722
2017-10-01,26590,684.675139858559,4.6544124960705195,0.49650733373192585,0.04781105798229325,9.868909598643492,6.7181656453197
2017-11-01,25219,677.8921139508004,4.166214863927129,0.5093613556082323,0.04760614964203506,9.837594135998195,5.727520279566463
2017-12-01,26547,686.4994291769392,4.468445385503586,0.5130577704290538,0.046327909788677187,9.086732156178678,6.364621850486306
2018-01-01,27153,685.0260876152267,4.294403614631726,0.5125498463975712,0.049008655301846615,9.282246910189928,6.38109838964984
2018-02-01,26876,689.2929195753969,4.326931192435296,0.46356616771098513,0.046217801564744726,9.387737605219884,6.534303686442908
2018-03-01,28536,691.8420751221046,4.31914091136417,0.45321692506174394,0.043492356543927455,8.729019714908054,5.778968980523947
2018-04-01,27224,698.8984879559874,4.286401384548028,0.4751753962249101,0.04324464975229536,9.191059088500161,5.682222009177185
2018-05-01,27939,694.6192821850592,4.4312782441917244,0.48895703501680354,0.041606964284774825,8.659744524032478,6.241525274777904
2018-06-01,28445,687.1381283633743,4.307357482538345,0.510722662088691,0.03881721987210172,8.652808785272224,6.060175225506521
2018-07-01,29320,686.0014762699473,4.480568523866976,0.4517168104504783,0.03854570193473432,8.410789217684384,5.925333183480367
2018-08-01,28102,691.7157113875355,4.44046428358263,0.5322619721656469,0.042329653705415325,9.288887265454093,5.825691964769887
2018-09-01,29621,684.3097741852923,4.420157792970039,0.4910576921840272,0.03744461359759696,8.4553706255635,5.3200048015739805
2018-10-01,29265,700.6698725099606,4.327865450693761,0.4817212457860025,0.040933064114260787,7.968260189404096,5.4812887940063515
2018-11-01,28989,696.474579085112,4.385484300414751,0.47197160563923335,0.038840647819652484,8.669906973294394,5.334701323190979
2018-12-01,29931,689.9262626050795,4.593308683873864,0.4682940173970489,0.04344113361982164,7.8219287063630185,4.806207593565677
2019-01-01,30019,682.2871994996448,4.563137578143658,0.5307361435062308,0.041835750575399344,8.383545438001903,5.5272621223726315
2019-02-01,29839,699.4465704906671,4.349366713280218,0.5033012848437209,0.034420882584283524,7.526398116799517,4.853992756200901
2019-03-01,30394,692.296443869613,4.518899845814384,0.47969596979719287,0.031448701744776986,7.809614588893746,4.083043775979074
2019-04-01,30387,697.7006339535541,4.624708068505769,0.486858434123698,0.04100474902851173,8.470089055334105,4.541642529140065
2019-05-01,30856,683.7159311872841,4.269589207831794,0.4950848429093365,0.037379264149924644,8.756156147456839,3.7846203719484715
2019-06-01,31351,688.5529407118934,4.609504028856991,0.5642007395750843,0.03950366731156502,8.616523304126506,4.219249021434953
2019-07-01,32033,691.6296936780667,4.436606436158123,0.509340538023816,0.04665829390276376,8.605212549620846,4.173382495116151
2019-08-01,30841,692.4611268075315,4.629589800288974,0.48990091618649606,0.037231611519702765,8.64904480695382,3.3127611885769017
2019-09-01,32746,690.1134512839369,4.437511126518623,0.5137319797237826,0.03985770358419331,8.308591203853027,3.7791681911090613
2019-10-01,30923,695.0829557786461,4.289267684900323,0.5076452950013244,0.03628760037741005,8.752842197804009,3.4400382329818293
2019-11-01,32044,686.2441071007364,4.323868634317526,0.450771265642337,0.03982612509374499,9.005161637493059,3.450060370138762
2019-12-01,32634,689.5226588219151,4.5832127419992075,0.5318032654370152,0.05032500057395551,9.766217459823505,3.7076469540539767
2020-01-01,32700,691.7110924387488,4.622958375258222,0.5313745555076942,0.04065431958677501,9.637447315827384,2.8552684325870064
2020-02-01,32468,694.9216227025407,4.45635250623434,0.5482227844320524,0.04332945892254099,8.951415368518969,2.591810518718198
2020-03-01,32895,694.5163351513831,4.6957888688166065,0.591013345814464,0.04571809089825166,9.940216441880942,2.4767682202997907
2020-04-01,32973,685.5559681556502,4.3587719906596565,0.5581027252716768,0.04105132435022917,9.805187206671581,2.4538007189412467
2020-05-01,33145,683.2892823544718,4.606088030202903,0.5375821842462744,0.04523836039651661,9.829231199877617,2.6828749900421713
2020-06-01,34084,696.2700852110237,4.442347570035632,0.5104542307832399,0.050407575113332714,10.475184230346812,2.8194031911858257
2020-07-01,34058,691.1248162457824,4.534224583829677,0.6090452242727303,0.05104440230139024,10.760927946422237,2.8067023681026146
2020-08-01,33753,685.4476844685499,4.6471098006974625,0.5538359508852354,0.04529423908798791,10.824536055995962,3.0288484558417585
2020-09-01,34769,698.0663255184734,4.518937995207407,0.548295132058194,0.043625147189691,10.203543475252271,2.792648932825991
2020-10-01,34693,690.0094333558559,4.598316668365527,0.5533127062405262,0.04789597723188059,10.484970488673058,3.364355103248379
2020-11-01,35166,695.2802418689129,4.8149439213821665,0.5716993150883047,0.04922344666045916,10.791616364108307,2.848524381554726
2020-12-01,35294,688.3710016855592,4.585466219571528,0.5536643006804779,0.055333384836500056,11.079951884497516,3.9958286184314606
2021-01-01,34785,699.6861858584302,4.805353816809771,0.5559261406684827,0.049345730603687944,10.508330304861884,3.3813228858584425
2021-02-01,35139,698.3070510366947,4.518543971801358,0.5442557250590581,0.04467790790938468,10.615470242983045,2.995559763808356
2021-03-01,36013,688.8265744174462,4.775470626687292,0.5719546995789646,0.04757440390778903,10.21657700194447,3.0671741715521588
2021-04-01,36165,694.4975032944318,4.920235293098686,0.5684261453765902,0.04915052466280935,10.130172789381277,3.7688653453351155
2021-05-01,36069,691.8287888735977,4.341253324980906,0.5372415216821163,0.05324414035998618,10.864240813499007,3.689662067599512
2021-06-01,36358,694.8464420915492,4.600465711679429,0.5726840412762689,0.056596801461445384,10.994520019777811,4.193669583057327
