tickets_sold,price,student,registered
487.3141224599429,10.062214468922782,1,1
517.7634615316243,16.030379331152027,0,1
470.92071203991685,11.250676031030867,1,1
476.0542117913314,12.42904191314257,1,0
492.9996562051002,7.496541600750605,1,1
489.2908395063888,8.76764260350726,1,1
491.71107095665826,8.175007946152839,1,1
518.9924078462693,14.743154638975554,0,1
519.9901154874069,13.94978100974191,0,1
484.5311857318823,9.567880067453997,1,1
514.4756491422642,15.512982849598725,0,1
519.1109656306547,14.973077409431728,0,1
487.9630742007695,9.31158150338288,1,1
517.4266510529142,14.857949272870817,0,1
484.6953652474867,9.75203366826728,1,1
519.2309111358,15.069640749485355,0,1
492.7618278163195,8.734554375104228,1,1
516.8699153099237,15.92958446994271,0,1
515.0196590039985,20.26082126922676,0,0
480.2318987118667,10.337453825641212,1,1
490.0519804698307,8.009725310680519,1,1
464.8268251409122,12.465552791958302,1,0
516.7527689134994,13.298503905252307,0,1
517.3950812069188,18.761434981796395,0,0
516.2087809302054,19.416123814477626,0,0
484.3597474703589,8.867198825488025,1,1
515.2333218966545,16.930850867048303,0,1
486.83770279057677,8.594156624888644,1,1
488.36702059064623,7.911491444511071,1,1
482.2731305006647,9.568504206667875,1,1
483.95210756187214,9.14993382849816,1,1
520.4662555015015,15.549642595800385,0,1
520.9276586333087,15.30378793078619,0,1
519.1032489789717,19.243765760530874,0,0
479.5937607063045,10.877701116957407,1,0
487.12471146233224,8.273885972482654,1,1
521.1156213171623,14.409675082047135,0,1
469.9186984597684,12.652035662065074,1,0
488.1524015063144,8.55160836153906,1,1
521.8495340911167,15.412818761687692,0,1
483.9282720318884,9.60088250869202,1,1
519.1945084614133,13.868359073248847,0,1
462.2770830334726,13.686804406794678,1,0
519.2267206258338,15.58576813866707,0,1
514.8736720316773,15.465770066038218,0,1
521.6029767643156,13.582105511970331,0,1
466.99575680726764,13.440582300289,1,0
479.14459271189634,9.08259541953627,1,1
481.0902433764118,9.960880075213844,1,1
478.0215978448768,10.784356795301303,1,1
518.8211985239966,16.588067885594263,0,1
519.9664795030455,15.112644172239929,0,1
485.22458097108466,8.99812530827423,1,1
486.5844217917224,9.631948284009333,1,1
508.944849995409,13.88496004658056,0,1
473.35090220066445,11.5493168583952,1,0
514.8519194242984,14.527469407975001,0,1
460.5110600306442,14.220568913714526,1,0
490.4698579668289,8.668871701717528,1,1
519.8864788347508,16.502580905809435,0,1
495.58276404772636,6.211887116914998,1,1
522.1690535825949,13.412793573212369,0,1
470.2238933553512,12.8763112671443,1,0
516.3796698811382,15.888194541340876,0,1
484.41364862550705,8.930376901279907,1,1
484.2669263474826,8.9043472555067,1,1
488.12963885242834,8.878258504742908,1,1
495.5546351873855,7.237102265598925,1,1
518.2522760867878,16.158068874439852,0,1
482.91695879116764,8.31723528016263,1,1
482.513038807858,10.089532657214452,1,1
519.7243990593013,14.929476582037651,0,1
515.565119028675,16.06816038732908,0,1
517.992448436304,15.343257980977565,0,1
512.4510168983211,14.893325509441757,0,1
481.55979389727213,9.226261647068704,1,1
491.41379991354705,7.527022390888424,1,1
485.24542339383333,9.006029327171035,1,1
480.04766876237784,10.716040322112132,1,1
513.9159464148163,16.308193563988716,0,1
515.7703912392172,18.014976417301927,0,0
482.6067800831405,9.505685851337923,1,1
486.74251590599795,9.247979884747538,1,1
487.0309375286119,9.817188280117408,1,1
490.96731884023694,9.094152885522211,1,1
513.388081456758,14.7664960068699,0,1
