transaction_id,manual_review
T000001,0
T000002,0
T000003,0
T000004,0
T000005,0
T000006,1
T000007,0
T000008,0
T000009,0
T000010,0
T000011,0
T000012,0
T000013,0
T000014,0
T000015,0
T000016,0
T000017,0
T000018,0
T000019,0
T000020,0
T000021,0
T000022,0
T000023,1
T000024,0
T000025,0
T000026,0
T000027,0
T000028,0
T000029,0
T000030,0
T000031,0
T000032,1
T000033,0
T000034,0
T000035,0
T000036,0
T000037,0
T000038,0
T000039,0
T000040,0
T000041,0
T000042,0
T000043,0
T000044,0
T000045,0
T000046,0
T000047,0
T000048,0
T000049,0
T000050,0
T000051,0
T000052,0
T000053,0
T000054,0
T000055,0
T000056,0
T000057,0
T000058,0
T000059,0
T000060,0
T000061,0
T000062,0
T000063,0
T000064,0
T000065,0
T000066,0
T000067,0
T000068,0
T000069,0
T000070,0
T000071,0
T000072,0
T000073,0
T000074,0
T000075,0
T000076,0
T000077,0
T000078,0
T000079,0
T000080,0
T000081,0
T000082,0
T000083,0
T000084,0
T000085,0
T000086,0
T000087,0
T000088,0
T000089,0
T000090,0
T000091,0
T000092,0
T000093,0
T000094,0
T000095,0
T000096,0
T000097,0
T000098,0
T000099,0
T000100,1
T000101,0
T000102,0
T000103,0
T000104,1
T000105,0
T000106,0
T000107,0
T000108,0
T000109,0
T000110,0
T000111,0
T000112,0
T000113,0
T000114,0
T000115,0
T000116,0
T000117,0
T000118,0
T000119,0
T000120,0
T000121,0
T000122,0
T000123,0
T000124,0
T000125,0
T000126,0
T000127,0
T000128,0
T000129,0
T000130,0
T000131,0
T000132,0
T000133,0
T000134,0
T000135,0
T000136,0
T000137,0
T000138,0
T000139,0
T000140,0
T000141,0
T000142,0
T000143,0
T000144,0
T000145,0
T000146,0
T000147,0
T000148,0
T000149,0
T000150,0
T000151,0
T000152,0
T000153,0
T000154,0
T000155,0
T000156,0
T000157,0
T000158,0
T000159,0
T000160,0
T000161,0
T000162,0
T000163,0
T000164,0
T000165,0
T000166,0
T000167,0
T000168,0
T000169,0
T000170,0
T000171,0
T000172,0
T000173,0
T000174,0
T000175,0
T000176,0
T000177,0
T000178,1
T000179,0
T000180,0
T000181,0
T000182,0
T000183,0
T000184,0
T000185,0
T000186,0
T000187,0
T000188,0
T000189,0
T000190,0
T000191,0
T000192,0
T000193,0
T000194,0
T000195,0
T000196,0
T000197,0
T000198,0
T000199,0
T000200,0
T000201,0
T000202,1
T000203,0
T000204,0
T000205,0
T000206,0
T000207,0
T000208,0
T000209,0
T000210,0
T000211,0
T000212,0
T000213,0
T000214,0
T000215,0
T000216,0
T000217,0
T000218,0
T000219,0
T000220,0
T000221,0
T000222,0
T000223,0
T000224,0
T000225,0
T000226,0
T000227,0
T000228,0
T000229,0
T000230,0
T000231,0
T000232,0
T000233,1
T000234,0
T000235,0
T000236,0
T000237,0
T000238,0
T000239,0
T000240,0
T000241,0
T000242,0
T000243,0
T000244,0
T000245,0
T000246,0
T000247,0
T000248,0
T000249,0
T000250,0
T000251,0
T000252,0
T000253,0
T000254,0
T000255,0
T000256,0
T000257,0
T000258,0
T000259,0
T000260,0
T000261,0
T000262,0
T000263,0
T000264,0
T000265,0
T000266,0
T000267,0
T000268,0
T000269,0
T000270,0
T000271,0
T000272,0
T000273,0
T000274,0
T000275,0
T000276,0
T000277,0
T000278,0
T000279,0
T000280,0
T000281,0
T000282,0
T000283,0
T000284,0
T000285,0
T000286,0
T000287,0
T000288,0
T000289,0
T000290,0
T000291,0
T000292,0
T000293,0
T000294,0
T000295,0
T000296,0
T000297,1
T000298,0
T000299,0
T000300,0
T000301,0
T000302,0
T000303,0
T000304,0
T000305,0
T000306,0
T000307,0
T000308,0
T000309,0
T000310,0
T000311,0
T000312,0
T000313,0
T000314,0
T000315,0
T000316,0
T000317,0
T000318,0
T000319,0
T000320,0
T000321,0
T000322,0
T000323,0
T000324,0
T000325,0
T000326,0
T000327,0
T000328,0
T000329,0
T000330,0
T000331,0
T000332,0
T000333,0
T000334,0
T000335,0
T000336,0
T000337,0
T000338,0
T000339,0
T000340,0
T000341,0
T000342,0
T000343,0
T000344,0
T000345,0
T000346,0
T000347,0
T000348,0
T000349,0
T000350,0
T000351,0
T000352,0
T000353,0
T000354,0
T000355,0
T000356,0
T000357,0
T000358,0
T000359,0
T000360,0
T000361,0
T000362,0
T000363,0
T000364,0
T000365,0
T000366,0
T000367,0
T000368,0
T000369,0
T000370,0
T000371,0
T000372,0
T000373,0
T000374,0
T000375,0
T000376,0
T000377,0
T000378,0
T000379,0
T000380,0
T000381,0
T000382,0
T000383,0
T000384,0
T000385,0
T000386,1
T000387,0
T000388,0
T000389,0
T000390,0
T000391,0
T000392,0
T000393,0
T000394,0
T000395,0
T000396,0
T000397,0
T000398,0
T000399,0
T000400,0
T000401,0
T000402,0
T000403,0
T000404,0
T000405,1
T000406,0
T000407,0
T000408,0
T000409,0
T000410,1
T000411,0
T000412,0
T000413,0
T000414,0
T000415,0
T000416,0
T000417,0
T000418,0
T000419,0
T000420,0
T000421,0
T000422,0
T000423,0
T000424,0
T000425,0
T000426,0
T000427,0
T000428,0
T000429,0
T000430,0
T000431,0
T000432,0
T000433,0
T000434,0
T000435,0
T000436,0
T000437,0
T000438,0
T000439,0
T000440,0
T000441,0
T000442,0
T000443,0
T000444,0
T000445,0
T000446,0
T000447,1
T000448,0
T000449,0
T000450,0
T000451,0
T000452,0
T000453,0
T000454,0
T000455,0
T000456,0
T000457,1
T000458,0
T000459,0
T000460,0
T000461,0
T000462,0
T000463,0
T000464,0
T000465,0
T000466,0
T000467,0
T000468,0
T000469,0
T000470,0
T000471,0
T000472,0
T000473,0
T000474,0
T000475,0
T000476,0
T000477,0
T000478,0
T000479,0
T000480,0
T000481,0
T000482,0
T000483,0
T000484,0
T000485,0
T000486,0
T000487,0
T000488,0
T000489,0
T000490,0
T000491,0
T000492,0
T000493,0
T000494,0
T000495,0
T000496,0
T000497,0
T000498,0
T000499,0
T000500,0
T000501,0
T000502,0
T000503,0
T000504,0
T000505,0
T000506,0
T000507,0
T000508,0
T000509,0
T000510,0
T000511,0
T000512,0
T000513,0
T000514,0
T000515,0
T000516,0
T000517,0
T000518,0
T000519,0
T000520,0
T000521,0
T000522,0
T000523,0
T000524,0
T000525,0
T000526,0
T000527,0
T000528,1
T000529,0
T000530,0
T000531,0
T000532,0
T000533,0
T000534,0
T000535,0
T000536,0
T000537,0
T000538,0
T000539,0
T000540,0
T000541,1
T000542,0
T000543,0
T000544,1
T000545,0
T000546,0
T000547,0
T000548,0
T000549,0
T000550,0
T000551,0
T000552,0
T000553,0
T000554,0
T000555,0
T000556,0
T000557,0
T000558,0
T000559,0
T000560,0
T000561,0
T000562,0
T000563,0
T000564,0
T000565,0
T000566,0
T000567,0
T000568,0
T000569,0
T000570,0
T000571,0
T000572,0
T000573,0
T000574,0
T000575,0
T000576,0
T000577,0
T000578,0
T000579,0
T000580,0
T000581,0
T000582,0
T000583,0
T000584,0
T000585,0
T000586,0
T000587,0
T000588,0
T000589,0
T000590,0
T000591,0
T000592,0
T000593,0
T000594,0
T000595,0
T000596,0
T000597,0
T000598,0
T000599,1
T000600,0
T000601,0
T000602,0
T000603,0
T000604,0
T000605,1
T000606,0
T000607,0
T000608,0
T000609,0
T000610,0
T000611,0
T000612,0
T000613,1
T000614,1
T000615,0
T000616,0
T000617,0
T000618,0
T000619,0
T000620,0
T000621,0
T000622,0
T000623,1
T000624,0
T000625,1
T000626,0
T000627,0
T000628,0
T000629,0
T000630,0
T000631,0
T000632,0
T000633,0
T000634,0
T000635,0
T000636,0
T000637,0
T000638,0
T000639,0
T000640,0
T000641,0
T000642,0
T000643,0
T000644,0
T000645,0
T000646,0
T000647,0
T000648,0
T000649,0
T000650,0
T000651,0
T000652,0
T000653,0
T000654,0
T000655,0
T000656,0
T000657,0
T000658,0
T000659,0
T000660,0
T000661,0
T000662,0
T000663,0
T000664,0
T000665,0
T000666,0
T000667,0
T000668,1
T000669,0
T000670,0
T000671,0
T000672,0
T000673,1
T000674,0
T000675,0
T000676,0
T000677,0
T000678,0
T000679,0
T000680,0
T000681,0
T000682,0
T000683,0
T000684,0
T000685,0
T000686,0
T000687,0
T000688,0
T000689,0
T000690,0
T000691,0
T000692,0
T000693,0
T000694,0
T000695,0
T000696,0
T000697,0
T000698,0
T000699,0
T000700,0
T000701,0
T000702,0
T000703,0
T000704,0
T000705,0
T000706,0
T000707,0
T000708,0
T000709,0
T000710,0
T000711,1
T000712,0
T000713,0
T000714,0
T000715,0
T000716,0
T000717,0
T000718,0
T000719,0
T000720,0
T000721,0
T000722,0
T000723,0
T000724,0
T000725,0
T000726,0
T000727,0
T000728,0
T000729,0
T000730,0
T000731,0
T000732,0
T000733,0
T000734,0
T000735,0
T000736,0
T000737,0
T000738,0
T000739,0
T000740,0
T000741,0
T000742,0
T000743,0
T000744,0
T000745,0
T000746,0
T000747,0
T000748,0
T000749,0
T000750,0
T000751,0
T000752,0
T000753,0
T000754,0
T000755,0
T000756,0
T000757,0
T000758,0
T000759,0
T000760,0
T000761,0
T000762,0
T000763,0
T000764,0
T000765,0
T000766,0
T000767,0
T000768,0
T000769,0
T000770,0
T000771,0
T000772,0
T000773,0
T000774,0
T000775,0
T000776,0
T000777,0
T000778,0
T000779,0
T000780,0
T000781,0
T000782,0
T000783,0
T000784,0
T000785,1
T000786,0
T000787,0
T000788,0
T000789,0
T000790,0
T000791,0
T000792,0
T000793,0
T000794,0
T000795,0
T000796,0
T000797,0
T000798,0
T000799,0
T000800,0
T000801,0
T000802,0
T000803,0
T000804,0
T000805,0
T000806,0
T000807,0
T000808,0
T000809,0
T000810,1
T000811,0
T000812,0
T000813,1
T000814,0
T000815,0
T000816,0
T000817,0
T000818,0
T000819,0
T000820,0
T000821,0
T000822,0
T000823,0
T000824,0
T000825,0
T000826,0
T000827,0
T000828,0
T000829,0
T000830,0
T000831,0
T000832,0
T000833,0
T000834,0
T000835,0
T000836,0
T000837,0
T000838,1
T000839,0
T000840,0
T000841,0
T000842,0
T000843,0
T000844,0
T000845,0
T000846,0
T000847,0
T000848,0
T000849,0
T000850,1
T000851,0
T000852,0
T000853,0
T000854,0
T000855,0
T000856,0
T000857,0
T000858,0
T000859,0
T000860,0
T000861,0
T000862,0
T000863,0
T000864,0
T000865,0
T000866,0
T000867,0
T000868,0
T000869,0
T000870,0
T000871,0
T000872,0
T000873,1
T000874,0
T000875,0
T000876,0
T000877,0
T000878,0
T000879,0
T000880,0
T000881,0
T000882,0
T000883,0
T000884,0
T000885,0
T000886,0
T000887,0
T000888,0
T000889,0
T000890,0
T000891,0
T000892,0
T000893,0
T000894,0
T000895,0
T000896,0
T000897,0
T000898,0
T000899,0
T000900,0
T000901,0
T000902,0
T000903,0
T000904,0
T000905,0
T000906,0
T000907,0
T000908,0
T000909,0
T000910,0
T000911,0
T000912,0
T000913,0
T000914,1
T000915,1
T000916,0
T000917,0
T000918,0
T000919,0
T000920,0
T000921,0
T000922,0
T000923,0
T000924,0
T000925,0
T000926,0
T000927,0
T000928,0
T000929,0
T000930,0
T000931,0
T000932,0
T000933,0
T000934,0
T000935,0
T000936,0
T000937,0
T000938,0
T000939,0
T000940,0
T000941,0
T000942,0
T000943,0
T000944,0
T000945,0
T000946,0
T000947,0
T000948,0
T000949,0
T000950,0
T000951,0
T000952,0
T000953,0
T000954,0
T000955,0
T000956,0
T000957,0
T000958,0
T000959,0
T000960,0
T000961,0
T000962,0
T000963,0
T000964,0
T000965,0
T000966,0
T000967,0
T000968,0
T000969,0
T000970,0
T000971,0
T000972,0
T000973,0
T000974,0
T000975,0
T000976,0
T000977,0
T000978,0
T000979,0
T000980,0
T000981,1
T000982,0
T000983,0
T000984,0
T000985,0
T000986,0
T000987,0
T000988,0
T000989,0
T000990,0
T000991,0
T000992,0
T000993,0
T000994,0
T000995,0
T000996,0
T000997,0
T000998,0
T000999,1
T001000,0
T001001,0
T001002,0
T001003,0
T001004,0
T001005,0
T001006,0
T001007,0
T001008,0
T001009,0
T001010,0
T001011,0
T001012,0
T001013,0
T001014,0
T001015,0
T001016,0
T001017,0
T001018,0
T001019,0
T001020,0
T001021,0
T001022,0
T001023,1
T001024,0
T001025,0
T001026,0
T001027,0
T001028,0
T001029,0
T001030,0
T001031,0
T001032,0
T001033,0
T001034,0
T001035,0
T001036,0
T001037,0
T001038,0
T001039,0
T001040,0
T001041,0
T001042,0
T001043,0
T001044,0
T001045,0
T001046,0
T001047,0
T001048,0
T001049,0
T001050,0
T001051,0
T001052,0
T001053,0
T001054,0
T001055,0
T001056,0
T001057,0
T001058,0
T001059,0
T001060,0
T001061,0
T001062,0
T001063,0
T001064,0
T001065,0
T001066,1
T001067,0
T001068,0
T001069,0
T001070,0
T001071,0
T001072,0
T001073,0
T001074,0
T001075,0
T001076,0
T001077,0
T001078,0
T001079,0
T001080,0
T001081,0
T001082,0
T001083,0
T001084,0
T001085,1
T001086,0
T001087,0
T001088,0
T001089,0
T001090,0
T001091,0
T001092,0
T001093,0
T001094,0
T001095,0
T001096,0
T001097,0
T001098,0
T001099,0
T001100,0
T001101,0
T001102,0
T001103,0
T001104,0
T001105,0
T001106,0
T001107,0
T001108,0
T001109,1
T001110,0
T001111,0
T001112,0
T001113,0
T001114,0
T001115,1
T001116,0
T001117,0
T001118,0
T001119,0
T001120,0
T001121,0
T001122,0
T001123,0
T001124,0
T001125,0
T001126,0
T001127,0
T001128,0
T001129,0
T001130,1
T001131,1
T001132,0
T001133,0
T001134,0
T001135,1
T001136,0
T001137,0
T001138,0
T001139,0
T001140,0
T001141,0
T001142,0
T001143,0
T001144,0
T001145,0
T001146,0
T001147,0
T001148,0
T001149,0
T001150,0
T001151,0
T001152,0
T001153,0
T001154,0
T001155,0
T001156,0
T001157,0
T001158,0
T001159,0
T001160,0
T001161,0
T001162,0
T001163,0
T001164,0
T001165,0
T001166,0
T001167,0
T001168,0
T001169,0
T001170,0
T001171,0
T001172,0
T001173,0
T001174,0
T001175,0
T001176,0
T001177,0
T001178,0
T001179,0
T001180,0
T001181,0
T001182,0
T001183,0
T001184,0
T001185,0
T001186,0
T001187,0
T001188,1
T001189,0
T001190,0
T001191,0
T001192,0
T001193,0
T001194,1
T001195,0
T001196,0
T001197,0
T001198,0
T001199,0
T001200,0
T001201,0
T001202,0
T001203,0
T001204,0
T001205,0
T001206,0
T001207,0
T001208,0
T001209,0
T001210,0
T001211,0
T001212,0
T001213,0
T001214,0
T001215,0
T001216,0
T001217,0
T001218,0
T001219,0
T001220,0
T001221,0
T001222,0
T001223,0
T001224,0
T001225,0
T001226,0
T001227,0
T001228,0
T001229,0
T001230,0
T001231,0
T001232,0
T001233,0
T001234,0
T001235,0
T001236,0
T001237,0
T001238,0
T001239,0
T001240,0
T001241,0
T001242,0
T001243,0
T001244,0
