y_kilometers,price,operative_system,time
3.484105243065064,7.7234998544302105,android,peak
17.77703238892902,5.485753374793789,android,normal
13.681105805995296,5.40007964130866,android,normal
8.18687386103232,7.971006052055836,android,peak
8.362942546646636,7.748629220130617,android,peak
36.20157085471203,6.573912477917375,iOS,normal
5.660735028230356,7.76560835477038,android,peak
9.546776279233168,7.799274200672131,android,peak
12.940929327672755,7.322252234842066,android,peak
13.83103290561339,7.501934785252346,android,peak
6.978190466783589,7.809219779416726,android,peak
5.558904983685482,7.854265300733331,android,peak
36.981993004897774,8.49772269870459,iOS,peak
19.598028394826464,5.359338973358012,android,normal
23.4673173160004,5.443075205237516,android,normal
9.445830775186236,6.97505727230103,android,peak
16.330221980417978,5.882092042412849,android,normal
9.166210837379081,7.35253877095821,android,peak
7.992221465016407,7.586077125637725,android,peak
5.8967280263860244,7.365729583426627,android,peak
11.176361087698327,7.041043352797537,android,peak
2.3396502584433985,7.908314707009486,android,peak
18.748194666212648,5.214622327930371,android,normal
17.538565355731603,5.597930839167753,android,normal
19.19221156816473,5.537089321292278,android,normal
13.946105761836227,5.6797937781936305,android,normal
34.38374741330329,8.595195159793297,iOS,peak
5.202392015909655,7.919502230195323,android,peak
32.37037305886475,6.443003757957047,iOS,normal
14.561196281866863,5.01486209879446,android,normal
11.975889682291056,5.55339985586719,android,normal
6.3502901513663375,7.271906579776095,android,peak
3.5295606810865827,7.675963949751671,android,peak
32.90287955555448,8.784242655701757,iOS,peak
19.00905651827377,5.656481942393403,android,normal
17.68217107298523,5.09597958828518,android,normal
36.19208380283822,8.422581298405348,iOS,peak
36.165521343953735,9.041358413010864,iOS,peak
35.82542087716752,6.765111988583597,iOS,normal
9.188007831702237,7.8391928722477076,android,peak
17.144457809726102,5.525018507440637,android,normal
13.117162028304755,5.408937366009096,android,normal
17.009373614478314,5.240842288173821,android,normal
10.580460591820193,7.788276469367818,android,peak
6.457265341801889,7.551989821900029,android,peak
14.356271377408145,5.3043570685398365,android,normal
18.96766920623477,5.150380254530042,android,normal
2.2787232497721357,7.984713343126856,android,peak
5.511038202211603,7.480290845470591,android,peak
7.919407899708471,7.65690608257227,android,peak
7.731353339065645,7.241903890732894,android,peak
4.625246570728125,7.839663249060304,android,peak
7.754910064086443,7.385909646296241,android,peak
21.5686442572845,5.2113509604915995,android,normal
33.27895383001852,6.373656590465461,iOS,normal
12.223809530384845,5.887136045542875,android,normal
36.42209437293208,8.401165562112324,iOS,peak
8.112557184099659,7.875127913684548,android,peak
11.457728314895034,5.794720742269567,android,normal
19.317154047470503,5.260184432751703,android,normal
13.66380102472463,5.796852192154703,android,normal
14.155396281144704,7.2745216872416165,android,peak
32.824835404191646,8.579315560182408,iOS,peak
24.531822966675392,4.498547718879766,android,normal
12.464948743223541,7.157056872871578,android,peak
5.409240438763262,7.997884941558289,android,peak
8.433393924405756,8.298932248549399,android,peak
11.837484156433748,5.612524408827929,android,normal
16.139964320343108,5.217777890360993,android,normal
15.804055852709643,5.211584607368069,android,normal
23.756165862445705,4.965397772463255,android,normal
5.897044448155336,7.7343432799999,android,peak
30.403909286774546,8.293885988634582,iOS,peak
34.473951328435774,8.396260984170288,iOS,peak
9.921344046218247,7.239176726161733,android,peak
17.53841777056783,5.601934198943622,android,normal
34.09929948016628,8.943375655226241,iOS,peak
15.898977160948284,6.116739028707235,android,normal
6.096587393924432,7.412555383230246,android,peak
9.101403363470935,7.139842884468878,android,peak
36.518087095408404,8.580593949671995,iOS,peak
39.209661963384576,8.739949678560516,iOS,peak
17.786564586404715,5.637880610437028,android,normal
13.186607968323699,5.376734637587739,android,normal
17.385361526610282,6.177539522688714,android,normal
31.67419878796047,6.975680425181617,iOS,normal
8.56317247011965,7.449711357317239,android,peak
8.6068709713777,7.548865632083848,android,peak
34.496194785813096,8.741178149853043,iOS,peak
35.14350948449101,6.827695782813546,iOS,normal
9.110082345733796,6.799385596851433,android,peak
14.996063823910184,5.671737683074751,android,normal
38.53938050333167,8.52682991195141,iOS,peak
16.97084148867771,5.22038925924742,android,normal
5.110216016206093,7.286481738725165,android,peak
6.153625483736324,7.666490902559448,android,peak
9.854453636222027,7.257864010552587,android,peak
12.21741395625143,6.0472917710814,android,normal
16.581352302606618,5.100843475718866,android,normal
9.3339003821516,7.487490271838911,android,peak
32.77029278209788,6.076419952021834,iOS,normal
18.210395089147077,5.144577639672912,android,normal
17.0747363912185,5.551595079338713,android,normal
13.610346588400558,5.878961377524369,android,normal
14.88307637992915,7.297486099463429,android,peak
23.837434128515593,5.13254685005442,android,normal
19.406240431548614,5.585828406201859,android,normal
7.412334050511781,7.819140018849884,android,peak
34.91983349470733,8.964725660519436,iOS,peak
7.520356062924415,7.718117624787137,android,peak
3.7844379094235183,7.503634632588091,android,peak
18.454493986728583,5.197643742184377,android,normal
29.824710448859143,8.217358054387304,iOS,peak
21.35248565680811,5.023158474098951,android,normal
21.074628490066264,5.409528220156275,android,normal
8.98013109626331,7.7918325995254,android,peak
6.301580151618231,8.214374665603904,android,peak
14.739387036624565,5.570119531009885,android,normal
8.252595532618589,7.6869274379259185,android,peak
13.229223613161906,7.4233688093213885,android,peak
14.294238287130241,5.550094727464068,android,normal
21.220954285817577,5.424773175107229,android,normal
20.56280104534704,5.532802394583841,android,normal
7.665772589916673,7.39406230490771,android,peak
21.223154543227675,5.245251390315904,android,normal
8.49272751282578,7.678592021580592,android,peak
35.444743655860506,6.36061397629657,iOS,normal
13.679002232030815,7.42701700056413,android,peak
8.413681018735144,7.5635445757717275,android,peak
14.523148831989008,5.83795343655573,android,normal
5.6062652620534905,7.26018350764488,android,peak
10.312215220135187,7.2815777492620315,android,peak
31.15979032524624,8.278573492224648,iOS,peak
34.97157697287781,7.017900547810675,iOS,normal
18.280259357917206,5.357613653860094,android,normal
7.89012509470461,7.702556169716945,android,peak
10.167498469922636,7.50552297633253,android,peak
6.967692320882422,7.175352347412113,android,peak
17.89921056938838,5.7651849872658545,android,normal
34.46144426350394,6.424705502400164,iOS,normal
14.35577635038644,5.639158067869671,android,normal
18.399676653093568,5.269571020822164,android,normal
19.52371671658466,5.637687153813927,android,normal
32.7101356862246,8.231273656257065,iOS,peak
8.50041585983235,7.623612611075471,android,peak
37.84585623695029,8.782658247042699,iOS,peak
30.717986722438784,8.384726875864041,iOS,peak
7.401672593706152,7.70541664882382,android,peak
7.951898801534932,7.291484289347892,android,peak
6.269255698228965,7.463531734745469,android,peak
32.04146941686021,6.2749242656608395,iOS,normal
36.42558124930625,7.175448219268495,iOS,normal
16.129853427159034,5.051555713849833,android,normal
18.971878294232333,5.0180828724087,android,normal
6.208678497716485,7.681430480010544,android,peak
4.751400549453901,8.056379872599283,android,peak
8.922481545658218,7.816989987742823,android,peak
20.209257862850738,5.2825881772051195,android,normal
7.4135425384225035,7.7103895250478045,android,peak
10.002584585441639,7.611405670432979,android,peak
15.743056474418449,5.7382696596045575,android,normal
38.32453949523365,8.848148460392178,iOS,peak
39.85292721409531,7.023544278101854,iOS,normal
10.345504680872805,7.260182122901566,android,peak
17.350996054042586,5.428426008716241,android,normal
31.82388555787617,8.540515755669356,iOS,peak
13.61830431513018,5.559658303810516,android,normal
13.4540165323523,5.879778893162539,android,normal
13.957912250553395,5.60348182479395,android,normal
12.118550362898166,7.03068288371014,android,peak
14.225456807603559,5.851644432895092,android,normal
32.87454508640134,6.992856210742312,iOS,normal
2.2171176140458106,7.822407331457829,android,peak
7.377267860932329,7.035191348995242,android,peak
18.437146117956143,5.666458463000424,android,normal
8.8124335182323,8.123334277545787,android,peak
8.781727091665747,7.561040611166124,android,peak
11.962936813933538,7.393894102158057,android,peak
35.99151610132568,6.544767898395944,iOS,normal
9.146042565720252,7.106092638043744,android,peak
7.519630291689946,7.968948225227636,android,peak
15.685083979813363,5.3191527770041045,android,normal
13.557138130692518,7.411272633234604,android,peak
17.465440235049904,5.503719774068866,android,normal
7.173621404628287,7.213698293314313,android,peak
12.862671170482358,5.686005577089731,android,normal
6.009110471582184,7.063362515917291,android,peak
34.226595633284006,8.657489725855399,iOS,peak
18.630570998180463,4.931306867637128,android,normal
16.765141529486588,5.533621125189432,android,normal
6.734400739305111,7.567572583356371,android,peak
16.932778968399287,5.788874318472156,android,normal
12.760471128860813,5.278590327075013,android,normal
10.052136287237413,7.4254765838658985,android,peak
21.470108724263433,5.357140492048714,android,normal
15.918992184778633,5.615559723839209,android,normal
41.508437631182204,6.555308247611789,iOS,normal
19.376518521174955,5.4836007438237475,android,normal
6.164837352559264,7.520732110794592,android,peak
11.97394400376317,5.444984818975336,android,normal
6.878249033633727,7.408547022807668,android,peak
30.492346508221736,6.697840016678731,iOS,normal
7.333677922010024,7.437455168537603,android,peak
5.829880801831528,7.354218450675337,android,peak
20.51337823538449,5.485658898784361,android,normal
9.233672316801911,7.130098893785446,android,peak
