bgi,edad,ingreso_mensual,deuda_total,tiempo_empleo,num_tarjetas,monto_solicitado,historial_morosidad,estado_civil,nivel_educacion,tipo_vivienda
0,52,6852.3550950632825,26194.843492688015,1.5723259306312465,0,30340.066119482235,0.12995269560208722,Casado,Media,Hipoteca
0,42,8818.83328094026,22397.06946330215,8.716258444056155,0,17530.479342938856,0.4542256167094156,Soltero,Superior,Alquilada
1,54,2202.8648523617176,15477.042959361394,3.4483230812980477,1,60823.71022221028,1.3168107520581172,Soltero,Postgrado,Familiar
0,67,6125.938473381142,9824.505778355408,0.40094593731684564,0,866.9682104422501,1.3235212029327807,Casado,Media,Familiar
0,41,3698.714861756346,20585.78650890872,0.30167513037528804,1,6166.57205618876,0.2092032018851315,Divorciado,Superior,Alquilada
0,41,4025.749232470608,18147.883083373996,2.0341175418012742,1,18403.659903244876,0.3750465962435363,Divorciado,Superior,Alquilada
0,68,3815.2121515222616,22161.54576022186,7.683190946985041,2,7035.451382092704,0.11889761909378166,Soltero,Media,Familiar
1,56,3272.018460640368,20081.374413455756,6.149546920103921,3,25064.95320377518,2.716623096007408,Soltero,Media,Alquilada
1,37,5097.043255889654,23396.42172255468,7.770369982367988,1,28459.605298196955,1.984770656162156,Soltero,Superior,Familiar
0,53,3338.099767177924,10718.118307515455,3.6414791660759405,0,2163.1989207718816,0.524210024943048,Soltero,Postgrado,Hipoteca
0,38,5540.913651559677,25539.152525074605,2.900869559489516,0,14424.944870901518,0.8158777018532882,Casado,Media,Alquilada
0,38,4899.523781101726,16580.796837539197,0.7976319211344142,0,14221.76549979631,0.627808801792394,Casado,Superior,Familiar
0,48,4522.103906267181,31602.086981002125,1.9889190766618263,0,9217.889523745136,0.4496654568445091,Soltero,Media,Familiar
0,18,3184.872675916804,9486.497455283457,2.8459770860961657,0,54038.83667534351,0.02741186319598373,Soltero,Superior,Familiar
0,19,3846.4573388633344,28887.710425321995,0.46386935801280865,0,35147.893602561635,0.30326858939522594,Soltero,Superior,Alquilada
1,36,6510.782451651512,16583.286267701184,1.246231109903065,6,23894.274834967593,0.5616363904695658,Divorciado,Superior,Propia
0,29,6001.834375248762,9788.655971084412,4.559318902293804,1,25058.124076510994,0.5658750875488164,Viudo,Superior,Alquilada
0,49,3044.889510402898,11128.913327565428,6.652654534548504,0,12387.384884585517,0.23350216057317394,Soltero,Superior,Alquilada
0,31,5198.664610858452,12437.221534445438,30.0,1,50764.76151424075,1.421007872475774,Soltero,Superior,Alquilada
0,23,6502.774246743578,18393.32757121533,13.523778022021578,0,23722.35826668418,0.09157516941152923,Divorciado,Basica,Familiar
0,66,1661.1894377572567,19182.683904283997,5.144011549014362,1,26111.331547105663,0.3469331657590699,Divorciado,Superior,Alquilada
0,41,6086.72038475987,10410.399968491369,2.734406549742989,1,39565.285417431434,0.5870192960707369,Casado,Media,Alquilada
0,46,3674.7524821083066,14805.163261912137,5.055443978899272,1,6406.07753857549,0.5972353891048593,Soltero,Superior,Propia
0,23,6141.197337186319,32138.16286889491,7.700763173715464,1,32908.650702491985,0.522970485491036,Soltero,Superior,Familiar
1,36,3473.4816869149663,28820.34536080569,0.6297223224301701,10,4344.238637980665,0.1609906194807168,Casado,Superior,Alquilada
0,46,1390.2357986709621,18490.58935739226,2.6373577558486443,4,8472.84488332029,0.08492378198547863,Soltero,Superior,Propia
0,27,1744.9151242336748,15304.027825345602,9.156732559190154,1,8177.732725404558,0.5052187437461948,Soltero,Postgrado,Propia
1,50,5096.1698933227635,15960.250613746091,2.421185851424566,1,76817.7524450523,0.4572737712303205,Casado,Media,Familiar
0,35,5519.445003442964,19908.143781843333,4.241668481050225,1,38833.59352744885,0.09883294682328686,Soltero,Superior,Alquilada
0,40,3191.366749791183,6817.659478412756,4.430861412658695,0,24157.59931969776,0.6106258569092443,Divorciado,Media,Propia
0,35,6277.184917554748,12940.98770061324,1.0196236897517545,1,25969.828468404285,0.30364255764388964,Soltero,Media,Hipoteca
0,72,1676.9598754620802,1651.3274089792849,2.248930472744652,0,16514.05159368262,0.5509497301556076,Soltero,Media,Familiar
1,44,4867.840402705367,18193.784980842232,2.0361680204431747,1,58783.51061018403,0.9081298204613951,Casado,Postgrado,Hipoteca
0,29,2577.967600475087,20177.56751762193,0.13272977607334807,1,13713.850826421116,0.0930012186111506,Soltero,Superior,Alquilada
0,57,3696.3277843956816,11134.508301605008,0.12244595635265158,0,9577.423313643418,0.009665252060320517,Viudo,Postgrado,Alquilada
0,26,5094.797342632828,27591.894106320262,8.909948060695697,6,3559.4685588030343,0.755028438535453,Casado,Postgrado,Familiar
0,48,3279.1732694320954,5193.874695981271,1.5946310321501753,4,30854.814357662395,0.47041650385961986,Soltero,Media,Alquilada
0,18,4230.888911540349,3285.000958321438,3.649872968592603,2,26518.58563944405,0.6013860454390005,Casado,Media,Familiar
0,25,7012.585618428881,16795.614548479774,1.7742799503994653,1,9701.696856981685,0.9105580186750543,Soltero,Superior,Propia
0,47,3846.2162609537027,23376.78642089724,14.123980180792614,4,510.3240190878215,0.8117961443897677,Divorciado,Superior,Alquilada
1,56,6671.384224130284,28471.42153166295,1.5007760910029715,0,36526.68632221283,1.6210741057540956,Soltero,Superior,Propia
0,47,2740.5862906847638,11328.92589704848,2.807585082092952,3,229.6733820852711,0.3838654101381316,Casado,Media,Propia
0,43,6059.608355830565,23629.446667450364,10.307232165577965,0,24327.641613204756,0.3351995776638009,Soltero,Superior,Propia
0,40,7883.137241315801,14691.932243994343,9.223699354910641,3,70303.30315879625,0.25698795693722026,Casado,Superior,Propia
0,22,56.71099974542176,13618.981600473442,1.0295975634528098,0,11513.019832739177,0.08343539423031891,Divorciado,Media,Hipoteca
0,34,3406.2094890590465,22069.27949989338,8.113712886243968,4,5356.893620974138,0.4250259296105759,Divorciado,Superior,Propia
0,38,6154.14425436108,20218.58302730736,3.0641707324122747,5,24406.85528239596,0.16218168984630424,Soltero,Superior,Alquilada
0,60,4593.909227914015,2388.862744126005,3.2982609877689626,0,33979.392020186504,1.2711037909505007,Soltero,Superior,Familiar
0,50,5742.291746742618,26812.322797807166,0.7163502844895132,1,15812.127263778011,0.43756336305572363,Divorciado,Media,Alquilada
1,18,3792.029626568359,26040.730833179612,0.42017821036661684,7,68246.34472806167,0.4492747468663413,Divorciado,Superior,Propia
0,49,5173.1795749458,9995.498387923764,6.508650507257196,1,1061.0277608512329,0.219194082082837,Soltero,Basica,Familiar
0,39,4688.645529215841,18166.428267499272,3.43047207298425,3,14055.693378571474,0.026694772349584426,Casado,Media,Alquilada
0,34,7335.564123319615,18952.24149026191,2.8710525207056565,1,25349.184946995563,0.016129260770302405,Soltero,Superior,Familiar
0,54,5508.841686602426,17085.390126591257,6.5375680065751895,0,39703.06984861358,0.27524701015670294,Divorciado,Superior,Familiar
0,60,5675.2053241504045,10597.558769236639,7.251773494836926,0,3950.8712031990976,0.04417816493337841,Soltero,Media,Hipoteca
0,58,4176.246067755065,9627.013056495587,0.8652721538019974,0,32189.106428080853,0.4667781584065129,Soltero,Superior,Alquilada
0,32,4024.7875518550127,14795.567432068437,4.710930064584235,2,16090.831747996597,1.064202484115725,Divorciado,Superior,Alquilada
0,40,4134.883624360758,24381.832154074917,0.7271759976393737,0,10101.963870055586,1.0724267725759071,Soltero,Superior,Alquilada
0,49,5788.904284756593,19348.80123675546,6.959049439136748,1,2824.7062022898544,0.5380029890547041,Casado,Superior,Propia
0,59,4158.031038359474,12035.085343311152,5.349470503079719,1,40093.4742120851,0.11864141540467563,Casado,Superior,Familiar
0,37,5579.549713792826,21173.58968518676,15.688163929801622,1,3422.24927752622,0.9938756123270603,Soltero,Superior,Propia
0,42,9150.801597290878,7788.340965040603,0.3572545375426614,4,7415.125564448649,1.086188387330262,Soltero,Media,Alquilada
1,28,6742.249406863384,24190.125602976826,0.29373513412418734,7,6851.088810554416,0.10948462850360546,Casado,Media,Familiar
0,27,4347.952935664318,1082.2897697752032,1.6577314679743202,1,41023.152074006204,0.6686113292848203,Soltero,Superior,Alquilada
0,57,7402.427844327889,12100.472468774942,1.517063656781916,3,22337.744914522587,0.16880012053853385,Casado,Superior,Alquilada
0,65,4183.849253956897,6042.64084299085,1.4183094814786363,2,31859.621166212815,0.8113636947089958,Divorciado,Superior,Alquilada
0,43,923.7509296442922,4642.548194232753,11.835862371081546,1,5766.122643864525,2.9458819920511763,Divorciado,Media,Familiar
1,60,2983.827378165192,24286.614299028155,1.4353859428180331,6,19609.871499531324,0.015243008731011755,Soltero,Basica,Alquilada
0,50,1258.4161579482889,11258.39038950487,1.5869258782709739,0,16960.77524245072,1.1382923547395158,Soltero,Superior,Familiar
0,35,4296.973031917382,17772.031053845727,7.123061267985805,0,35774.92548385835,0.48726527722878155,Soltero,Media,Propia
1,50,5036.836758379103,14624.635368966527,2.9868204943252854,3,47307.742024201485,1.8130954308603386,Soltero,Superior,Familiar
0,68,8352.874624550564,18816.326617784973,7.496431991292298,1,244.625388179425,0.3127531610066969,Casado,Basica,Familiar
0,44,5653.854747528325,15614.575128482044,0.3380021938096258,3,22418.38001779072,0.9399280356643364,Casado,Superior,Propia
0,68,4561.798942382272,4736.062206491442,3.342967460518684,4,1064.5516809244548,0.032212767012842175,Soltero,Postgrado,Alquilada
0,18,6658.811162366978,22970.13455557712,0.17095762468974915,0,15919.492147397792,0.20419397528551703,Soltero,Media,Propia
0,57,577.7293819842298,11049.9473347095,0.3235097575531596,4,6783.23341139772,0.03468390182076232,Soltero,Superior,Familiar
0,46,5471.229116217132,2547.344810721992,11.845625590727419,1,7328.059290589237,1.8513499282987345,Casado,Basica,Alquilada
0,40,6541.730387773934,11575.0787122727,0.7497289952322251,1,8706.896993582342,0.8490632765453647,Soltero,Superior,Alquilada
1,46,2042.8275084403167,27006.078325074486,3.8009314053110494,1,19419.820102765225,0.9571243274335699,Casado,Superior,Propia
1,18,7287.508086413858,21801.773936907943,2.647457109592807,5,8130.812695656679,1.3900301338964836,Soltero,Superior,Propia
0,41,5676.992814988828,12210.782924737126,2.133520277972683,0,26387.602079855373,0.044472159843660444,Divorciado,Superior,Propia
0,50,4169.424172198397,12205.93836545257,11.504599685044134,1,10367.997575476584,0.24355258936051094,Divorciado,Superior,Alquilada
0,67,6265.563732212569,12426.919590260939,0.11032524677500764,2,1416.0301282717758,0.03684204817842052,Soltero,Media,Alquilada
0,37,9541.38571560879,31613.983868486728,5.450091904163448,2,30627.31297166667,0.11836338190250636,Soltero,Basica,Familiar
0,32,5363.73251011699,18055.483617852427,16.537774897341833,2,6730.6778590342765,0.13027071848820396,Casado,Superior,Alquilada
0,37,5496.441172600672,18440.333177528555,4.10681430140426,0,11339.698253218858,0.31659759108498403,Soltero,Superior,Alquilada
0,58,4081.2782009195116,23242.267632254738,13.809032264595595,0,23131.855740636514,0.15637152419979117,Casado,Superior,Hipoteca
0,49,3300.3112610704165,16910.313272212108,0.2683641914791203,0,8083.004173809955,0.05322394599515666,Divorciado,Superior,Familiar
0,37,6660.671633088491,12927.662833434375,2.7132442614864805,3,1164.9940764779617,0.09165567669698085,Casado,Superior,Hipoteca
0,52,3287.8323481822654,13429.201207320173,1.5065917327534437,0,9365.575857042946,0.07965941795647717,Divorciado,Superior,Alquilada
1,46,5143.132474438785,14427.18992468749,6.561892815365702,0,57808.924983360645,1.8073834164996214,Soltero,Superior,Propia
0,59,4044.6851064697667,14702.222107921267,19.89538089420841,6,20529.613213422243,0.7120864021507772,Soltero,Postgrado,Propia
1,34,5957.959651492783,20821.03634909584,1.482134737918257,0,22263.09937390083,1.7172964055921456,Casado,Superior,Familiar
1,40,5667.324210573896,15415.567086458395,5.309106299150158,10,20008.78713472277,0.2896775928236257,Soltero,Media,Propia
0,39,7075.079888515798,20861.120617724635,1.1038420756713982,2,4437.690358575452,0.16312031639109378,Casado,Media,Alquilada
0,23,3979.967202290506,14354.267359131341,4.165843710739791,3,10837.172910217845,0.8004700536592351,Soltero,Media,Alquilada
0,49,4460.250129413257,15629.081522528724,3.1174758408616094,0,27801.21276197348,0.19745098602513414,Soltero,Media,Alquilada
0,48,3042.4725684353853,985.605476256862,17.878705654540575,0,2137.7424410872727,0.17789721849606435,Viudo,Media,Alquilada
0,45,4111.413479847777,22330.621397619852,4.689197140188667,2,6510.5249928659005,0.13231230349408832,Soltero,Superior,Propia
0,41,5754.600986089705,17771.907807183943,2.150118883764553,3,6468.09482616204,0.06944657242346085,Viudo,Superior,Alquilada
0,23,6513.977233290703,22984.08087887722,0.6057322178781008,2,11313.34368091962,0.1481684158781171,Viudo,Superior,Alquilada
0,38,3155.6693516447494,8170.043025549516,0.8199343186071815,0,78612.64266559311,0.21950040958558248,Divorciado,Superior,Hipoteca
0,39,6739.21184021132,31706.99763824582,1.2765063757044115,2,1397.7771699224597,0.5604200656745553,Casado,Basica,Familiar
0,32,7711.275717609902,13883.28297475861,1.444858927806849,2,14625.331374118947,0.03230384428183206,Casado,Basica,Hipoteca
0,42,5826.869806447402,23865.462533900132,9.506177471315553,2,3953.5292135102263,0.11818211763742076,Divorciado,Media,Familiar
0,51,8753.591625116132,6680.752582995752,4.1188174255839725,2,70587.35170451547,0.8278028148781994,Soltero,Superior,Alquilada
0,73,3452.421601792854,19902.191240500557,3.7052932239272174,3,2405.05050311085,0.07945210206221644,Casado,Media,Propia
0,47,2510.690593377166,6572.67549461075,0.6095325317064895,1,10336.907535594775,0.20976564723377955,Casado,Media,Alquilada
0,48,1442.5595021914428,10009.848314433559,9.835555820775436,0,26779.437647354163,0.9999785910183712,Casado,Superior,Alquilada
0,43,7992.088622978366,30312.25083093429,6.4153380593693035,1,24385.412974063118,0.08416513317584938,Casado,Superior,Alquilada
0,18,6308.731312708115,13474.540793893228,0.35033346359758155,0,10988.856460398192,0.04318043191951981,Soltero,Basica,Alquilada
0,44,4888.83065817909,16739.46298543778,6.152184503012271,1,8508.994578636408,0.33134584176867077,Casado,Superior,Alquilada
0,45,5559.93725263964,21960.541845510033,3.9212515030869195,1,10137.083028682518,0.1800686879638946,Divorciado,Superior,Alquilada
0,80,2749.021905403247,18965.455103780838,0.42629372734834137,0,6138.011765400787,0.41437849664063586,Soltero,Superior,Alquilada
0,42,9891.503959233652,16203.351241148612,3.065220603033512,0,4596.64085742675,0.8143228290865643,Divorciado,Postgrado,Propia
0,49,5258.442363950455,17919.6880197298,3.314994092074675,0,13195.783837367602,0.07375633156735949,Casado,Basica,Familiar
1,44,5218.789589209786,34227.324681906204,0.9062578881090823,3,6254.084119078702,0.43458322076818146,Divorciado,Media,Propia
0,27,6451.533247797384,14539.049623731316,14.56598463699748,5,6778.431292674276,0.3521129218640965,Casado,Superior,Propia
0,62,5962.018463473427,16608.79237371974,9.484779041173425,0,21386.27798766368,0.07778847340567875,Divorciado,Superior,Alquilada
1,56,5447.768048558262,23405.235168060895,5.52852195130109,6,69179.0713861263,0.48908105387595163,Soltero,Superior,Alquilada
0,56,3419.0510891093763,23844.20746366387,3.1022311983444286,1,18508.506538853348,0.15985504728562222,Divorciado,Superior,Alquilada
0,31,5942.936714271991,24496.24244448304,2.6531483587842204,0,1602.075977198902,0.3345535548474945,Soltero,Superior,Propia
0,66,8764.048992950067,20109.841776233476,5.263036671570292,0,1571.8534897710215,0.04292729095505401,Divorciado,Postgrado,Alquilada
0,23,7690.840092309955,5855.960698156132,3.9420373715189623,1,60492.19314864861,0.3077080857529958,Viudo,Postgrado,Alquilada
0,53,8186.373253278794,28067.452258408768,0.32148265013563276,3,7056.242294367189,0.18297568147735685,Soltero,Superior,Hipoteca
0,77,3977.56864713763,5829.236855850497,3.592352109670177,2,1931.6935264161352,0.864057830572241,Soltero,Media,Hipoteca
0,30,3020.7903594828385,17421.083721912266,8.209898941840661,0,18278.10095517648,0.02933321887280849,Divorciado,Superior,Alquilada
0,36,4748.426159800703,8965.793199845137,3.07389747566115,0,19544.649426011678,0.2711644018475361,Soltero,Basica,Alquilada
0,46,5111.449824577389,14486.89322725606,0.26677486754224666,1,20911.185616462637,0.30664278999475175,Divorciado,Media,Familiar
0,37,7188.383036941897,17630.099282427844,7.715400534056185,0,6223.163933391319,0.6455031385964184,Soltero,Superior,Propia
0,21,1615.070740570361,17570.857723602185,1.1242486684293702,0,304.5202776978223,0.42699560978241363,Soltero,Media,Alquilada
0,46,8059.100638921227,18375.366033882277,1.4962154537418513,0,67056.92882415926,0.5501253208091015,Viudo,Media,Alquilada
1,29,4683.984202842021,27909.69015246918,0.8998597170870082,3,5777.4701903853165,0.7504022719200143,Casado,Media,Hipoteca
1,52,4146.23786010516,18628.274412111838,2.003993052358571,5,22541.85804892322,0.9909867500789175,Divorciado,Superior,Propia
0,31,2975.791249479665,13046.74691767481,7.068358739082581,1,24526.404489001525,0.18834808803283204,Soltero,Superior,Alquilada
0,68,1690.2866562684612,22712.697346306857,3.6634526676202146,4,18832.551163836397,0.3861197674587034,Casado,Superior,Familiar
0,33,6646.341167923829,24515.763911397124,1.1463191739354421,0,7505.723969681784,0.9166285911198181,Casado,Media,Alquilada
0,40,5146.635934376808,5179.13747890406,10.51171200632744,1,6324.271820651319,2.275868312642863,Casado,Superior,Propia
0,57,2420.078200517892,19779.200558798864,10.583925255399171,0,18209.56726440718,1.1014572669368903,Casado,Superior,Hipoteca
0,26,2409.842455872768,20609.381938487186,10.223400900512182,2,40212.58834987981,0.23218358210038936,Casado,Media,Alquilada
1,48,4328.430601419744,12619.491973120064,1.364270832034604,7,58649.03921885126,0.1085599383242565,Casado,Superior,Alquilada
0,64,8338.043050578786,26005.654506492956,3.000464482161465,1,2238.882903148543,0.3360770794699878,Soltero,Media,Propia
0,20,4480.817297272791,13799.555303739786,20.995078624649754,0,3364.3169372619404,0.676703468632035,Divorciado,Postgrado,Alquilada
0,47,1993.7140937637878,16004.611627772338,7.392321860913893,2,57912.76519397838,0.33919733866756935,Soltero,Superior,Alquilada
0,48,4508.513871828111,13615.425405729044,0.13771639318440762,0,26676.712276174454,0.3300311490037453,Casado,Postgrado,Propia
1,56,4454.552860504659,15124.63238065174,0.33713793909555256,4,42910.57132688894,0.9107911543049325,Soltero,Media,Propia
0,26,393.7732858831432,6229.799304838385,3.1174654888553146,1,4528.795410999841,0.2242414582282474,Casado,Superior,Familiar
0,25,4891.410266964375,3479.5929392456455,11.996592748268405,1,17714.54534529418,0.9823236611522211,Casado,Superior,Propia
0,52,4538.130939582644,27756.040505799778,3.8685529300196024,1,24155.573711421624,0.2611158810307507,Soltero,Superior,Propia
0,49,6392.412729626836,8224.309213453376,3.44390869524446,1,22795.67972698355,0.19892194104343908,Soltero,Postgrado,Alquilada
0,48,8697.91218989069,7068.861204349542,0.5573048725830222,0,10490.098230078867,0.30255891287585646,Soltero,Media,Familiar
0,50,7253.130059095514,2227.1209088297182,5.346919715654812,2,310.29246928829946,0.7186821742735029,Casado,Media,Propia
0,34,4462.222618890339,9888.306018483981,8.632757253150999,0,17489.835021813426,0.06733861176990653,Divorciado,Superior,Alquilada
